Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
female,group D,bachelor's degree,free/reduced,completed,62,71,79
female,group B,some high school,standard,completed,69,92,85
male,group B,associate's degree,standard,completed,93,92,86
female,group D,some high school,standard,none,43,42,47
female,group D,bachelor's degree,standard,none,83,92,90
male,group C,some college,standard,none,61,62,57
female,group E,some high school,free/reduced,none,68,75,68
male,group E,bachelor's degree,standard,completed,100,92,100
female,group B,some college,free/reduced,completed,46,67,64
male,group E,some high school,standard,none,64,53,51
male,group D,some high school,standard,completed,86,85,84
male,group C,some college,standard,completed,86,79,78
female,group E,some high school,standard,none,62,63,60
male,group B,some high school,free/reduced,none,41,37,33
male,group E,high school,standard,completed,87,73,79
female,group D,master's degree,standard,none,75,84,81
female,group E,some college,standard,completed,80,70,79
male,group D,associate's degree,standard,none,94,87,88
female,group B,bachelor's degree,standard,completed,81,86,96
male,group D,high school,standard,completed,79,80,76
female,group C,associate's degree,standard,none,58,66,67
male,group E,associate's degree,standard,none,99,86,85
female,group C,some high school,free/reduced,none,39,55,51
female,group C,bachelor's degree,free/reduced,completed,79,98,94
male,group A,associate's degree,standard,none,80,70,69
male,group D,some high school,standard,none,72,72,68
male,group C,some high school,standard,none,82,72,73
female,group D,bachelor's degree,standard,none,66,77,81
female,group C,high school,standard,completed,71,76,75
female,group C,associate's degree,standard,completed,88,97,99
female,group E,high school,free/reduced,completed,62,71,68
female,group E,bachelor's degree,standard,completed,90,88,91
female,group D,bachelor's degree,standard,none,66,80,78
male,group C,associate's degree,free/reduced,completed,50,62,60
female,group B,some high school,standard,completed,67,74,73
female,group B,associate's degree,free/reduced,none,60,72,76
female,group B,associate's degree,standard,none,67,84,84
female,group D,some college,standard,none,48,59,61
male,group C,some college,standard,completed,75,79,73
female,group B,some high school,free/reduced,none,61,77,73
female,group E,some college,free/reduced,none,74,82,81
female,group B,high school,standard,completed,83,97,91
female,group E,some college,standard,none,77,75,73
female,group D,high school,standard,completed,71,82,87
female,group C,bachelor's degree,standard,none,69,73,75
male,group D,some college,free/reduced,none,57,55,54
male,group B,bachelor's degree,free/reduced,none,67,68,63
female,group D,some high school,standard,completed,61,70,73
male,group B,associate's degree,standard,completed,72,85,82
female,group A,some college,standard,none,62,65,64
female,group C,some high school,free/reduced,none,43,54,51
female,group B,some high school,standard,none,66,60,58
male,group D,high school,free/reduced,none,68,67,62
female,group D,bachelor's degree,standard,none,76,80,81
male,group C,bachelor's degree,standard,completed,60,66,67
male,group A,associate's degree,free/reduced,completed,61,62,61
female,group C,associate's degree,standard,none,69,74,73
male,group E,some high school,standard,none,72,72,67
female,group C,associate's degree,standard,none,66,70,69
female,group D,associate's degree,standard,none,55,67,67
male,group E,some college,standard,none,77,69,64
male,group E,bachelor's degree,standard,none,75,67,60
female,group B,some high school,standard,completed,86,93,90
male,group C,associate's degree,standard,none,63,62,57
male,group C,some college,standard,none,78,80,77
female,group C,some college,standard,none,68,77,76
male,group B,some high school,free/reduced,none,71,66,70
female,group D,some college,standard,none,84,99,98
male,group B,high school,standard,completed,72,81,77
male,group B,some high school,standard,none,58,54,52
female,group E,some college,standard,none,79,76,77
female,group C,high school,standard,none,71,75,78
male,group D,high school,standard,completed,98,89,89
female,group C,some high school,standard,none,70,81,78
female,group C,some college,free/reduced,none,69,88,82
male,group D,high school,standard,completed,92,87,88
male,group B,high school,standard,completed,67,58,60
female,group E,high school,free/reduced,none,72,84,78
female,group A,associate's degree,standard,none,76,90,92
female,group D,some college,standard,completed,65,68,71
female,group B,some high school,standard,none,84,86,87
female,group B,high school,free/reduced,completed,69,82,80
female,group C,some college,standard,completed,70,78,79
male,group D,high school,free/reduced,none,77,68,64
female,group D,some high school,standard,none,47,62,61
male,group D,associate's degree,standard,completed,85,86,85
female,group B,bachelor's degree,free/reduced,completed,56,68,69
female,group C,high school,standard,completed,60,71,71
male,group E,some high school,standard,none,82,76,64
female,group D,some high school,standard,completed,76,79,81
female,group B,bachelor's degree,free/reduced,none,71,82,85
female,group D,high school,standard,none,61,61,63
female,group C,some high school,free/reduced,none,39,55,55
male,group D,high school,standard,completed,78,65,67
female,group D,some college,free/reduced,none,74,83,85
female,group C,high school,standard,none,51,50,54
male,group E,associate's degree,free/reduced,none,59,60,57
male,group E,high school,standard,none,97,85,78
female,group C,some high school,standard,completed,56,72,73
female,group E,some college,standard,none,92,91,86
female,group D,some college,standard,completed,53,64,67
female,group C,some high school,free/reduced,none,32,37,30
female,group B,high school,standard,completed,43,66,62
female,group E,associate's degree,standard,none,78,75,72
male,group E,some college,standard,none,70,58,54
female,group B,associate's degree,free/reduced,none,72,84,79
female,group C,some college,standard,none,57,66,61
female,group E,high school,standard,completed,82,83,83
female,group D,associate's degree,free/reduced,none,60,74,70
male,group C,high school,standard,none,70,76,65
female,group D,associate's degree,free/reduced,none,77,86,77
male,group C,some college,free/reduced,none,65,73,68
female,group D,master's degree,standard,none,58,64,70
female,group D,some college,standard,completed,50,57,63
male,group B,some college,standard,none,79,80,80
male,group B,bachelor's degree,free/reduced,none,72,64,63
female,group B,some high school,standard,none,74,75,81
female,group C,bachelor's degree,free/reduced,none,75,95,87
male,group A,some high school,standard,none,67,65,65
female,group C,associate's degree,standard,none,79,86,89
female,group A,high school,standard,none,78,87,83
female,group D,some high school,standard,completed,64,80,85
female,group D,some high school,standard,none,86,89,89
male,group C,bachelor's degree,free/reduced,completed,64,72,77
male,group C,some high school,free/reduced,completed,76,69,69
female,group D,some high school,free/reduced,completed,57,80,83
female,group B,high school,standard,completed,72,86,85
female,group A,associate's degree,standard,completed,49,60,69
female,group B,some high school,standard,none,61,75,68
male,group D,high school,standard,none,89,76,73
female,group B,bachelor's degree,standard,none,58,68,69
female,group A,some college,standard,none,53,55,57
female,group B,master's degree,standard,none,64,84,78
female,group C,associate's degree,free/reduced,completed,90,97,100
female,group D,high school,free/reduced,none,49,62,66
female,group E,some college,free/reduced,none,51,56,60
female,group D,associate's degree,standard,completed,60,63,68
male,group C,some college,standard,completed,86,94,90
female,group E,bachelor's degree,standard,none,78,84,77
female,group A,associate's degree,standard,none,77,86,81
female,group E,some college,standard,completed,75,79,76
male,group D,some college,standard,completed,83,75,82
male,group A,high school,free/reduced,none,34,32,29
male,group A,some high school,standard,completed,85,91,89
male,group D,bachelor's degree,standard,completed,84,72,77
female,group A,some high school,standard,none,56,63,64
male,group D,some college,standard,none,70,79,72
male,group D,high school,free/reduced,completed,52,57,63
female,group E,master's degree,standard,completed,79,75,75
female,group B,high school,standard,none,62,75,77
female,group D,some high school,standard,none,86,88,89
male,group D,some college,standard,none,72,58,59
male,group C,some college,standard,none,74,73,65
female,group B,high school,standard,none,64,76,79
female,group C,master's degree,standard,none,33,43,47
female,group D,some high school,standard,none,81,84,83
female,group C,associate's degree,standard,none,75,83,79
female,group D,some college,free/reduced,none,67,62,67
female,group D,bachelor's degree,free/reduced,none,70,87,78
male,group D,some college,standard,completed,99,93,97
male,group E,some high school,standard,none,63,58,51
male,group D,some high school,standard,none,84,72,70
female,group B,some high school,standard,none,64,73,74
female,group C,associate's degree,standard,none,56,58,58
male,group D,bachelor's degree,standard,completed,69,66,71
male,group D,some high school,standard,none,63,67,68
male,group B,high school,standard,none,48,44,46
female,group D,bachelor's degree,free/reduced,completed,49,79,78
male,group C,some college,standard,none,79,71,72
female,group E,master's degree,standard,none,52,68,73
female,group B,some college,standard,none,50,59,55
female,group B,some college,standard,completed,79,86,87
female,group B,some high school,standard,none,32,35,40
male,group B,high school,standard,none,65,70,66
female,group C,high school,free/reduced,completed,70,80,81
female,group D,some college,free/reduced,none,52,65,57
male,group C,associate's degree,free/reduced,completed,66,68,68
male,group E,associate's degree,free/reduced,none,73,65,62
female,group C,some college,standard,none,78,92,94
female,group B,some college,standard,completed,69,85,83
male,group D,some college,free/reduced,completed,66,70,68
female,group B,bachelor's degree,free/reduced,none,61,75,70
male,group B,high school,standard,completed,72,72,73
male,group C,bachelor's degree,standard,none,65,70,68
male,group E,associate's degree,standard,none,92,85,75
female,group C,high school,free/reduced,completed,64,80,75
male,group C,master's degree,standard,completed,80,74,77
female,group B,master's degree,free/reduced,none,50,65,67
female,group E,some high school,standard,none,87,83,84
female,group B,some college,free/reduced,none,49,59,64
female,group C,high school,standard,completed,76,76,84
female,group C,some high school,free/reduced,completed,28,36,34
male,group C,some college,free/reduced,none,36,35,35
female,group B,high school,standard,none,85,87,83
female,group C,high school,free/reduced,completed,66,65,72
female,group A,bachelor's degree,standard,none,74,90,83
male,group D,bachelor's degree,standard,none,93,84,90
female,group B,high school,free/reduced,none,42,60,50
male,group E,some college,standard,none,73,60,57
female,group D,associate's degree,standard,none,83,95,87
male,group D,some college,standard,completed,79,66,75
female,group E,some high school,free/reduced,none,83,84,82
male,group E,some college,standard,completed,100,86,85
female,group E,high school,free/reduced,none,64,67,71
female,group C,high school,standard,none,78,75,77
male,group E,associate's degree,standard,completed,97,92,90
female,group E,some college,free/reduced,completed,73,83,85
female,group B,high school,standard,completed,65,78,80
female,group C,associate's degree,free/reduced,none,57,65,65
male,group D,some college,free/reduced,none,52,57,52
female,group C,associate's degree,free/reduced,none,37,63,62
male,group B,some college,standard,none,89,80,79
female,group C,master's degree,standard,none,76,90,88
female,group D,some college,free/reduced,none,78,85,86
male,group E,bachelor's degree,free/reduced,none,82,74,70
male,group C,high school,standard,none,80,73,69
male,group C,associate's degree,free/reduced,none,61,70,64
female,group C,some college,free/reduced,completed,56,72,68
male,group C,some high school,standard,completed,52,59,59
male,group C,bachelor's degree,standard,none,93,86,75
female,group D,associate's degree,standard,none,79,87,91
female,group C,some high school,free/reduced,none,46,72,61
male,group B,some college,free/reduced,completed,62,66,65
female,group D,high school,standard,none,34,44,44
female,group E,some college,standard,none,50,47,47
male,group E,associate's degree,standard,none,75,74,68
male,group A,bachelor's degree,free/reduced,none,49,39,42
female,group C,some college,free/reduced,none,62,71,68
female,group B,high school,free/reduced,none,67,83,76
female,group B,bachelor's degree,standard,none,68,80,82
male,group C,associate's degree,standard,none,87,91,87
female,group C,some high school,free/reduced,none,47,61,56
female,group D,master's degree,free/reduced,completed,70,84,87
male,group C,some college,standard,none,79,68,63
female,group C,some college,free/reduced,none,57,61,58
male,group D,high school,standard,none,78,68,67
female,group A,high school,standard,none,56,58,62
female,group E,bachelor's degree,free/reduced,none,58,71,68
male,group B,some high school,standard,none,58,51,43
male,group E,some high school,standard,none,70,73,70
male,group C,master's degree,free/reduced,none,56,51,52
female,group C,some high school,standard,none,78,81,75
male,group C,associate's degree,free/reduced,none,70,70,66
male,group A,bachelor's degree,standard,none,91,89,88
male,group C,associate's degree,standard,completed,85,78,82
male,group C,high school,free/reduced,none,51,55,45
male,group B,some high school,free/reduced,none,51,48,40
female,group D,bachelor's degree,standard,none,69,78,79
male,group A,some college,standard,none,72,68,60
female,group B,bachelor's degree,free/reduced,none,48,59,60
male,group B,associate's degree,standard,completed,67,72,70
female,group B,some high school,free/reduced,completed,48,64,56
male,group C,some high school,free/reduced,none,67,66,64
female,group A,some college,free/reduced,none,38,44,41
female,group A,associate's degree,free/reduced,completed,73,84,93
female,group D,some high school,free/reduced,none,23,37,35
male,group B,associate's degree,standard,none,70,73,69
male,group E,some high school,free/reduced,none,78,75,73
female,group B,associate's degree,standard,none,57,62,62
male,group E,bachelor's degree,standard,none,91,73,77
female,group D,high school,free/reduced,none,58,64,61
male,group D,some college,standard,none,66,64,60
female,group C,some high school,standard,none,60,66,65
female,group D,some high school,free/reduced,none,55,62,58
male,group C,high school,standard,completed,63,69,63
male,group C,some high school,free/reduced,none,52,54,45
female,group D,associate's degree,standard,none,97,95,99
female,group E,associate's degree,free/reduced,none,61,65,60
male,group C,high school,standard,none,79,84,73
female,group A,bachelor's degree,standard,completed,60,70,74
female,group C,associate's degree,standard,completed,96,100,100
male,group C,some high school,free/reduced,completed,77,71,77
male,group C,master's degree,standard,none,69,72,72
male,group C,associate's degree,free/reduced,completed,31,37,41
male,group E,some college,free/reduced,completed,74,70,66
male,group E,some college,free/reduced,none,80,72,70
female,group B,some high school,standard,none,79,74,72
female,group E,high school,standard,none,76,67,64
male,group D,bachelor's degree,free/reduced,completed,70,77,78
female,group D,high school,standard,none,65,78,81
female,group B,bachelor's degree,standard,none,70,67,69
male,group E,high school,free/reduced,none,87,87,77
female,group E,some high school,standard,none,72,78,78
female,group E,associate's degree,standard,none,61,65,63
female,group B,master's degree,standard,none,74,71,72
male,group B,high school,standard,completed,69,56,60
male,group E,some college,standard,none,81,68,68
male,group D,associate's degree,free/reduced,none,71,64,66
male,group C,associate's degree,free/reduced,completed,49,43,45
female,group C,associate's degree,standard,none,75,81,87
male,group D,some college,standard,completed,75,64,68
male,group D,bachelor's degree,standard,completed,88,81,87
male,group C,some college,free/reduced,none,48,45,39
male,group C,master's degree,standard,completed,89,86,93
male,group C,some high school,free/reduced,none,51,49,48
female,group B,bachelor's degree,free/reduced,none,41,55,54
female,group C,some high school,free/reduced,completed,47,67,59
female,group B,some high school,free/reduced,none,38,38,45
female,group C,bachelor's degree,standard,none,78,80,87
male,group B,some high school,free/reduced,none,59,66,61
female,group B,master's degree,free/reduced,none,35,46,49
male,group C,some college,free/reduced,none,35,36,37
female,group B,some high school,standard,completed,63,77,73
male,group B,associate's degree,free/reduced,completed,77,78,80
male,group D,some college,standard,none,74,62,63
male,group D,high school,free/reduced,none,69,70,60
female,group E,associate's degree,standard,none,69,74,74
male,group D,high school,free/reduced,none,74,68,61
female,group B,associate's degree,standard,completed,49,64,67
female,group E,some high school,standard,none,99,93,92
female,group E,associate's degree,free/reduced,none,86,85,87
female,group A,high school,standard,completed,64,68,72
male,group D,some college,free/reduced,none,66,66,65
female,group B,high school,free/reduced,none,51,45,47
male,group C,some high school,standard,none,87,81,76
female,group C,associate's degree,standard,none,82,94,90
male,group C,some college,standard,none,67,51,54
female,group B,some high school,free/reduced,none,31,44,40
male,group E,associate's degree,free/reduced,completed,58,49,52
female,group A,some college,standard,none,59,65,62
female,group B,high school,free/reduced,completed,68,68,73
female,group B,some high school,free/reduced,completed,64,82,84
female,group C,high school,free/reduced,completed,61,71,75
male,group E,master's degree,standard,completed,81,71,69
male,group C,some high school,free/reduced,none,46,43,43
male,group D,some high school,free/reduced,none,70,66,65
male,group D,bachelor's degree,standard,completed,77,64,69
female,group B,bachelor's degree,standard,none,82,100,99
male,group B,associate's degree,standard,none,75,80,79
female,group D,some college,free/reduced,completed,53,57,60
female,group D,high school,standard,none,72,74,81
female,group B,high school,standard,none,55,60,66
male,group D,high school,standard,none,87,77,75
male,group E,some college,free/reduced,completed,88,94,96
male,group D,associate's degree,standard,none,85,83,81
male,group C,associate's degree,standard,none,90,81,84
male,group C,associate's degree,standard,none,66,58,59
female,group B,high school,standard,none,37,47,47
male,group D,some college,free/reduced,none,68,76,70
female,group A,some college,free/reduced,none,41,52,53
female,group A,some college,standard,none,61,73,65
female,group C,high school,standard,none,50,57,55
male,group C,master's degree,free/reduced,none,58,62,56
male,group D,some high school,free/reduced,completed,63,63,63
male,group B,master's degree,standard,none,70,62,63
male,group C,some high school,free/reduced,none,28,39,31
female,group E,associate's degree,standard,none,67,67,67
female,group D,some high school,free/reduced,completed,54,69,68
female,group C,some college,free/reduced,none,54,55,63
female,group C,associate's degree,standard,completed,77,83,89
male,group B,master's degree,standard,completed,81,80,91
male,group D,some college,standard,completed,98,94,96
male,group E,some college,standard,completed,88,90,87
female,group C,some college,standard,completed,68,74,72
male,group C,some college,free/reduced,none,48,51,44
male,group C,high school,standard,none,72,76,65
male,group D,bachelor's degree,free/reduced,completed,47,49,57
female,group C,bachelor's degree,standard,completed,81,83,83
female,group C,associate's degree,free/reduced,none,54,69,63
male,group A,associate's degree,standard,none,69,61,62
female,group D,high school,standard,none,67,74,67
female,group E,associate's degree,standard,none,100,98,98
male,group D,some college,standard,completed,100,88,93
male,group B,some high school,free/reduced,none,41,44,34
female,group C,high school,free/reduced,none,40,57,51
female,group A,associate's degree,free/reduced,none,42,58,55
female,group C,some high school,free/reduced,none,34,37,41
male,group B,high school,free/reduced,none,50,45,43
female,group D,high school,standard,completed,77,76,81
female,group D,some high school,standard,none,54,68,63
female,group B,high school,standard,none,58,66,61
female,group A,associate's degree,standard,completed,66,65,73
female,group B,associate's degree,standard,none,53,63,62
female,group A,bachelor's degree,standard,completed,84,91,96
female,group E,bachelor's degree,standard,none,89,81,88
female,group C,high school,standard,none,66,75,71
male,group D,some high school,standard,completed,75,75,75
male,group D,bachelor's degree,free/reduced,completed,61,64,67
male,group D,some college,standard,none,57,55,49
male,group C,some high school,standard,none,76,76,70
female,group B,some college,standard,completed,55,68,67
male,group C,associate's degree,standard,completed,81,72,71
male,group C,associate's degree,free/reduced,none,39,36,36
female,group C,some college,standard,none,66,69,65
male,group C,high school,standard,completed,78,73,70
male,group C,associate's degree,standard,none,89,76,73
male,group D,bachelor's degree,standard,none,83,68,76
male,group D,some high school,free/reduced,completed,58,57,59
female,group B,some high school,standard,none,57,64,59
male,group D,associate's degree,free/reduced,none,50,56,53
male,group D,some high school,free/reduced,none,61,71,66
male,group A,associate's degree,standard,completed,66,57,59
female,group C,some college,free/reduced,none,45,54,59
female,group A,associate's degree,free/reduced,none,37,44,47
female,group D,master's degree,standard,none,88,88,90
female,group A,associate's degree,free/reduced,none,50,60,58
female,group D,bachelor's degree,free/reduced,none,46,65,63
female,group D,some high school,standard,none,64,71,70
male,group E,some high school,standard,none,94,86,86
male,group A,associate's degree,standard,none,94,83,81
male,group D,some high school,standard,none,84,69,74
male,group D,high school,standard,none,60,57,54
male,group D,high school,standard,none,79,77,73
female,group A,associate's degree,free/reduced,none,34,45,44
female,group C,some high school,free/reduced,completed,36,58,57
female,group C,high school,standard,completed,76,83,74
female,group E,some high school,free/reduced,none,58,73,71
female,group B,associate's degree,free/reduced,none,59,66,64
male,group B,master's degree,free/reduced,completed,77,72,72
male,group D,some high school,standard,completed,86,87,89
female,group E,some college,free/reduced,completed,71,80,83
female,group D,some college,standard,none,75,85,85
female,group A,some high school,free/reduced,completed,52,71,67
female,group E,some high school,standard,none,62,70,64
male,group B,master's degree,standard,none,88,83,80
female,group C,high school,free/reduced,completed,65,74,69
female,group B,some high school,free/reduced,completed,41,61,60
male,group C,some high school,free/reduced,none,46,41,40
male,group C,associate's degree,standard,completed,95,95,92
male,group E,some high school,free/reduced,none,60,50,49
male,group E,some high school,standard,none,94,90,86
female,group B,high school,standard,none,57,71,70
male,group C,bachelor's degree,standard,none,94,89,87
female,group C,high school,free/reduced,none,60,68,67
male,group E,high school,standard,completed,81,71,74
male,group B,some high school,standard,completed,80,74,71
male,group E,some college,standard,none,61,47,44
female,group D,associate's degree,standard,none,48,62,63
female,group C,high school,free/reduced,none,73,80,78
female,group D,some college,standard,none,30,50,43
female,group E,master's degree,standard,completed,90,93,86
male,group C,some college,standard,none,94,89,88
male,group D,some college,standard,completed,75,75,75
male,group C,master's degree,standard,none,77,66,65
female,group B,associate's degree,standard,none,71,88,80
male,group B,associate's degree,standard,completed,62,65,60
female,group B,bachelor's degree,standard,completed,78,88,90
male,group C,some college,standard,completed,68,54,55
female,group E,bachelor's degree,standard,completed,85,89,85
male,group C,bachelor's degree,standard,none,70,53,62
female,group B,some college,standard,completed,75,84,88
male,group D,high school,standard,none,64,69,58
male,group B,associate's degree,standard,completed,72,71,71
female,group A,some college,standard,none,59,61,63
male,group D,some college,free/reduced,none,62,55,56
male,group D,some college,standard,none,90,90,92
male,group C,high school,standard,completed,91,84,89
female,group C,bachelor's degree,standard,none,50,65,57
female,group D,some high school,standard,none,69,80,80
female,group B,bachelor's degree,free/reduced,none,51,69,65
male,group C,bachelor's degree,standard,none,100,89,89
male,group D,some high school,standard,none,72,59,54
male,group A,bachelor's degree,standard,none,90,85,82
male,group A,some high school,free/reduced,completed,52,56,48
female,group E,high school,standard,none,78,86,81
male,group D,some college,free/reduced,none,42,38,34
female,group C,high school,standard,none,45,55,52
male,group D,bachelor's degree,standard,none,89,80,79
male,group E,bachelor's degree,standard,none,90,80,77
male,group D,some high school,free/reduced,none,42,41,35
male,group B,associate's degree,standard,none,78,79,72
male,group C,some high school,free/reduced,none,61,56,58
female,group C,some college,standard,completed,60,70,71
male,group E,some college,free/reduced,completed,49,54,49
female,group C,some high school,standard,completed,56,68,69
male,group A,some college,standard,none,65,58,59
female,group C,some high school,standard,none,72,73,73
female,group D,some college,standard,completed,95,100,100
male,group B,associate's degree,standard,none,51,57,57
male,group C,some high school,standard,none,62,61,57
male,group A,high school,standard,none,86,84,75
female,group B,high school,free/reduced,none,44,51,53
male,group D,some college,standard,completed,74,69,75
female,group C,some high school,standard,completed,76,84,95
male,group C,some high school,standard,none,64,67,58
male,group D,associate's degree,standard,completed,67,68,65
male,group B,master's degree,standard,none,54,54,53
female,group A,associate's degree,free/reduced,completed,44,55,65
male,group D,some college,standard,completed,92,85,91
male,group D,bachelor's degree,free/reduced,none,71,61,61
male,group D,master's degree,standard,none,76,72,76
female,group A,high school,standard,completed,82,79,82
female,group C,high school,standard,none,70,84,76
female,group D,some college,standard,none,72,72,78
female,group B,bachelor's degree,standard,completed,42,58,64
female,group B,some college,standard,none,43,53,54
male,group C,master's degree,free/reduced,none,51,48,48
female,group C,some college,free/reduced,none,58,68,66
female,group E,associate's degree,standard,none,93,100,95
male,group D,associate's degree,standard,none,68,60,55
female,group C,master's degree,standard,completed,79,86,91
female,group B,some college,free/reduced,completed,44,67,62
female,group D,master's degree,free/reduced,completed,71,81,83
male,group D,bachelor's degree,standard,completed,86,80,81
male,group B,some high school,standard,none,83,81,77
female,group D,master's degree,free/reduced,completed,77,95,95
male,group C,some college,free/reduced,completed,54,46,59
female,group C,some college,standard,none,87,86,86
female,group B,associate's degree,standard,completed,55,75,71
male,group C,high school,standard,none,44,40,37
female,group B,associate's degree,free/reduced,completed,61,76,78
male,group B,bachelor's degree,standard,none,68,64,61
female,group C,high school,standard,none,64,66,67
female,group C,high school,free/reduced,completed,69,84,84
female,group B,some college,free/reduced,completed,44,55,59
female,group D,high school,standard,none,64,68,69
female,group B,some high school,free/reduced,none,63,70,66
male,group B,some college,standard,none,58,52,51
female,group B,high school,standard,completed,61,57,66
male,group C,high school,free/reduced,none,58,59,61
female,group E,some college,free/reduced,none,51,57,55
male,group C,associate's degree,free/reduced,completed,55,61,50
female,group B,some high school,free/reduced,none,67,73,70
female,group C,high school,free/reduced,none,35,33,36
male,group C,associate's degree,free/reduced,none,57,60,55
male,group C,bachelor's degree,standard,none,69,65,63
female,group B,bachelor's degree,standard,completed,83,91,91
female,group C,high school,free/reduced,none,71,83,77
female,group D,some college,standard,none,69,76,78
male,group D,some college,free/reduced,completed,69,70,74
male,group C,some high school,free/reduced,none,46,46,43
male,group C,master's degree,free/reduced,none,59,48,52
female,group D,some college,standard,none,63,64,65
female,group C,some college,standard,none,67,72,78
female,group A,some high school,free/reduced,none,62,74,69
male,group B,master's degree,standard,completed,85,76,80
male,group A,master's degree,free/reduced,completed,70,63,63
male,group B,high school,free/reduced,none,74,72,67
female,group D,high school,standard,none,74,82,79
female,group C,some high school,free/reduced,none,63,74,75
female,group A,some high school,free/reduced,none,53,63,52
female,group C,master's degree,free/reduced,completed,67,86,85
female,group D,some high school,free/reduced,none,36,48,51
male,group C,some high school,free/reduced,completed,54,57,53
male,group D,bachelor's degree,free/reduced,completed,75,82,77
male,group C,associate's degree,standard,completed,57,54,60
female,group B,some college,standard,none,62,65,67
female,group D,some high school,free/reduced,none,56,68,65
female,group D,some college,standard,none,66,74,75
female,group A,bachelor's degree,standard,none,54,65,61
male,group B,some high school,standard,completed,59,50,50
male,group D,some high school,free/reduced,none,67,61,59
female,group D,some college,standard,completed,52,66,65
male,group C,master's degree,standard,completed,82,69,71
female,group E,high school,free/reduced,completed,93,93,95
male,group B,associate's degree,standard,completed,99,91,90
male,group D,some college,free/reduced,completed,92,83,89
male,group C,bachelor's degree,standard,none,84,65,67
female,group A,high school,standard,completed,82,100,96
female,group E,some college,standard,none,78,85,77
male,group D,some college,free/reduced,completed,67,64,72
male,group B,some college,standard,none,47,47,46
male,group D,some college,standard,none,85,68,74
male,group C,bachelor's degree,standard,none,59,65,64
male,group D,associate's degree,free/reduced,none,74,74,77
female,group E,some college,free/reduced,completed,91,100,100
male,group D,some college,standard,completed,86,75,71
male,group C,master's degree,standard,completed,82,82,76
female,group C,high school,free/reduced,none,60,71,65
female,group C,bachelor's degree,standard,none,79,88,86
female,group C,associate's degree,standard,none,64,67,67
male,group D,some college,free/reduced,none,56,52,48
female,group D,some high school,standard,none,55,60,65
female,group B,some high school,standard,completed,44,59,51
female,group D,associate's degree,standard,completed,80,98,100
female,group C,some high school,standard,none,75,84,84
female,group D,some college,standard,none,56,71,66
male,group C,some high school,free/reduced,completed,46,39,40
female,group C,some high school,standard,completed,82,87,90
male,group C,some high school,free/reduced,none,62,51,46
female,group D,master's degree,standard,completed,57,72,72
male,group C,some college,standard,none,83,76,68
female,group E,high school,standard,completed,85,88,90
female,group C,bachelor's degree,free/reduced,none,87,91,86
male,group E,some college,free/reduced,none,48,38,40
male,group C,master's degree,standard,completed,100,100,100
male,group E,master's degree,free/reduced,none,64,54,58
male,group D,some high school,standard,completed,79,82,80
male,group C,master's degree,standard,completed,55,55,51
female,group D,some high school,free/reduced,none,46,61,58
male,group D,bachelor's degree,free/reduced,none,52,47,56
female,group C,some college,standard,none,68,68,68
female,group C,some high school,standard,none,67,60,63
female,group C,high school,standard,none,62,56,58
male,group C,bachelor's degree,standard,none,73,62,60
female,group C,high school,standard,none,47,51,58
male,group D,high school,free/reduced,none,54,63,56
male,group A,associate's degree,standard,completed,95,95,94
male,group B,associate's degree,standard,none,64,54,61
male,group E,high school,free/reduced,none,51,50,47
female,group D,some college,free/reduced,completed,64,76,76
female,group E,associate's degree,standard,none,53,68,60
male,group D,some college,free/reduced,none,67,65,61
female,group E,high school,free/reduced,completed,56,57,67
male,group C,associate's degree,standard,none,64,59,59
male,group D,some high school,standard,none,64,62,53
female,group D,some college,standard,completed,75,91,93
female,group E,some college,standard,none,91,90,88
female,group D,some college,standard,completed,56,60,65
male,group C,associate's degree,standard,completed,73,63,64
male,group B,some college,free/reduced,none,36,29,29
male,group D,associate's degree,free/reduced,none,58,56,57
female,group B,master's degree,standard,none,60,86,79
female,group C,some high school,free/reduced,completed,69,86,83
female,group B,master's degree,free/reduced,none,72,73,79
male,group D,high school,standard,none,84,76,73
female,group D,master's degree,standard,none,80,88,89
male,group C,some high school,free/reduced,none,24,25,17
male,group C,some college,standard,none,62,57,55
female,group D,some college,free/reduced,completed,66,78,80
female,group C,associate's degree,free/reduced,none,62,67,71
male,group E,some college,standard,completed,63,57,57
male,group B,associate's degree,standard,none,91,76,75
male,group D,associate's degree,standard,none,82,74,79
female,group C,associate's degree,free/reduced,none,44,56,54
female,group D,some college,standard,none,43,48,58
female,group A,some high school,standard,none,76,82,82
female,group C,some college,standard,none,61,63,63
female,group D,high school,free/reduced,completed,39,49,56
female,group C,bachelor's degree,free/reduced,none,74,85,91
female,group B,some high school,standard,none,68,76,69
male,group D,high school,standard,none,85,89,86
female,group D,some college,free/reduced,none,60,69,68
male,group B,master's degree,standard,none,84,79,73
female,group B,master's degree,standard,none,67,78,77
male,group C,some high school,standard,none,88,70,74
female,group B,associate's degree,free/reduced,completed,77,91,91
female,group C,some high school,standard,none,70,90,83
male,group C,some high school,free/reduced,none,50,47,36
male,group B,some college,free/reduced,none,87,78,65
male,group D,some college,standard,none,52,57,50
female,group B,some high school,standard,none,62,69,71
male,group D,associate's degree,standard,completed,86,80,80
male,group B,high school,free/reduced,completed,53,58,55
female,group C,some high school,standard,completed,65,63,69
